"","worker_id","accuracy","screener","complete_task","payment_accuracy_threshold","worker_id_found_on_MTurk","task_name","task_date","treatment_payrate","pay_or_not","repeater"
"270","A2SBN6V55I5K4I",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"271","AVCP33K35MFW5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"272","A2YB18JHC2C7GF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"273","A260NOUP1JZT39",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"274","A2EJ06OGI9671Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"275","A2YVJMKLUJKWF3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"276","AK9XE112RZO6Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"277","A1IDSG9QZWTD5L",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"278","A39VDXGL1RVURU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"279","A20NDRGSZZRQF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"280","AB2FIHXK5NFV7",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"281","A2XF84K0868FZO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"282","A26ZENZ5G8AEGM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"283","A28P76CWXEUBYE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"284","AMY9EM1GA7VYP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"285","A1OU4RBLSMHULU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"286","A1KUW26JP1SB9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"287","A1YBUA89N9CV2N",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"288","AZ6M0MDK5U9N2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"289","A3K6QLTTQP9IQ8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"290","A3AD1WTZEZNFQW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"291","AXCPRXO08DFAH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"292","A2Z9HR2IBD75R9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"293","A20NDRGSZZRQF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"294","ANX5363HTQNLA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"295","A20J96RK94F7R7",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"296","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"297","A34C7K43HKE6N5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"298","A935O61ROOUU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"299","A12NUSPUVRW20J",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"300","A3BP890CXV4UMN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"301","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"302","A13UTZBJ46W7NH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"303","A2PJ1XAIGPIGJU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"304","A3PYJGRI7FMKQL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"305","A1R93MQYAFEVX1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"306","A26HNXGHCNTGQV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"307","A2G9163W7Y67UD",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"308","A2RXOBCZRKRNPT",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"309","A2NSX3IAELB8H6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"310","A2RXOBCZRKRNPT",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"311","A39ZHL55TS73GE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"312","AS7ZK30LXDC46",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"313","A1823B3S2PJMGQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"314","A3PMDWQTGOHQ8T",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"315","A30EI064NHQEQO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"316","A14CXE3OMENOYS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"317","A1N47478TJFZPS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"318","A2TIYDT8SDFBW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"319","A1HNR6OIRFCEHS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"320","A31PUL91ZMCDBU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"321","A15HCM2AMX95Z9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"322","A271OR3DDWRX5L",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"323","A2GF7PYHT21U3X",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"324","AXN0AGZIJCUK4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"325","A38W9DHXHJ9C28",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"326","A27NBGO9FXJS8Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"327","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"328","A30QV5VTBRGYTA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"329","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"330","A2MG0QUSYOOJUH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"331","A299J4PKHAEU9H",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"332","A3HPVFAF1U9WXK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"333","A9TR2ZU6E1Y6Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"334","A13GWNT2SGN1Q5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"335","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"336","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"337","A3IT0KD0RPMH9D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"338","A3UYHP1IKCNN7K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"339","AKA81MPXUELWS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"340","A1JS818QNUNOV8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"341","A27NBGO9FXJS8Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"342","A24GB3XV5RSMAV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"343","A4806MFWRDL42",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"344","A20MMOQ3U36GZN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"345","A278GCRUDKRYYR",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"346","A20F1SLHKHBUT3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"347","A3S6AIKAPBWJP9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"348","A2SSYBUT9ZM0G9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"349","A1BZNPQ0H7ZSER",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"350","AVFSBC7XP3B2D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"351","A2M5YIOR0MJUSA",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA
"352","A139DFNZS0I9RB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"353","AWQDOOSNH42QM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"354","A3UYHP1IKCNN7K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"355","A3S6AIKAPBWJP9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"356","A3IT0KD0RPMH9D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"357","A1H2AHH07EK4MC",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"358","A2N8SNKVU4M1MB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"359","A1TKGFJSMVR2RP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"360","A37M4OVE9R80G",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"361","A1XIIHV1GTI97H",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"362","AHEJHFN0VV6E3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"363","A3F7GUAEGUGAW1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"364","AKL7RCDCEDX6V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"365","A153IWW5M88F18",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA
"366","A1VMOETE1UKF43",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"367","A1VMOETE1UKF43",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"368","A3NXLU6AM05ER8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"369","A3BUSRXW32A27S",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"370","A1L4HASH49EKFW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"371","A34P817FMJDWD4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"372","A3BUSRXW32A27S",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"373","AJZBAP861F6X1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"374","A2NPUPP06POEJ0",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"375","A185AZCHDI3K4O",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"376","A302512CBCH9X2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"377","A2U488UGGN6UY4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"378","A60BPTI1VO2MI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"379","ABSVF8UXZK8QW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"380","A1Z7S5WSYCVE0K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"381","A2JIHB505X2C77",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"382","A20EKTIMFKIDGL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"383","AKL7RCDCEDX6V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"384","A1QLVMA2V3NAWP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"385","A1TW60NCALLP12",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"386","A1QLVMA2V3NAWP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"387","A2238DIUUMS7AQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"388","A2JI7RGC80105T",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"389","A1BFUB56VIGXSU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"390","A9UBPUEWAMA06",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"391","A1DW9207C44SRI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"392","AZZM966F90AL1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"393","A1JFLXOWWJIBG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"394","A2Q2OD5RFRKX9V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"395","A1ESKJFDQUMBL4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"396","A3F53LSGDW0DN5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"397","A1YIGXBU6FQQ6C",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"398","A3FW9NWR6TJ4M9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"399","A2M5YIOR0MJUSA",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA
"400","A2CP6716BCS8UI",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA
"401","A30NX5HEQGGFPP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"402","ACGDWO6UDG6KK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"403","AK3DF1BXS8DSM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"404","A2AMYX1J96G2JG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"405","A347XVSR86GGAA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"406","A347XVSR86GGAA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"407","A6J0YACS6E60",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"408","ASJSRTPWPGMVW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"409","A3NEAC780MRHAN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"410","A27DBSVHGPKNRU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"411","A3LIV109259OU2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"412","A3LIV109259OU2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"413","A3GB3U17SQYS1E",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"414","AJ31037VHIOG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"415","A3DUFPS0143F03",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"416","A1DW9207C44SRI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"417","A296HTKGCX7FY9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"418","A2I4VE1YFUQBOU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"419","A1LEWJHT00OKV9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"420","A1EEUBRH234T7M",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"421","A35IEM9AICHLN0",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"422","A30BM2XZJR61S1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"423","A3PSIT0A7OU2FL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"424","A1ADIKOT9SSA91",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"425","A16HR76H4C6Y01",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"426","A2DJ2UT4M4X5BO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"427","A457TMXH02V1O",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA
"428","A29LPSAOIV5E88",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"429","A6HMKCXPHV044",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"430","A6HMKCXPHV044",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"431","A1DFT04D2FZGWK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"432","A1ZZINLCZZYOH4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"433","A29LPSAOIV5E88",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"434","A1P8RN5GDWJNXO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"435","A174BCWX0VMM1B",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"436","A2YDGWBLQV46EQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"437","A2YDGWBLQV46EQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"438","A726VAH3Z12JD",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"439","A1D3QRG52OISSR",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"440","A8PASNNX4W7IC",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"441","A2TVUWR4X9CQAS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"442","A2V7V4PP6O9NPD",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"443","A3GFZCYNU9ZS16",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"444","A3G0PUEK1LAFSR",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"445","A10V97TRYZE3BI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"446","A38AHPCXXUD9UA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"447","A21G010TCSMZZ8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"448","AVRW2T2MJFGQ0",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"449","ARMYFZ0JA0TO1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"450","A1RSAU5I9NZTOP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"451","A10VQSMGPJFSMU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"452","AY52II1OC5RZ1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"453","AWHCA5PZ6MTKB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"454","AA4O2W236E3FW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"455","A21E14UDZSA0AW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"456","AQZDMXV5KGAYD",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"457","A38ECJNH8AQKV4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"458","A2M3LVBUZLN8MO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"459","A28P76CWXEUBYE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"460","AX8RDFKYAO9BX",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"461","A26X054UJOBN6K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"462","A2Y1ORULU9ITOH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"463","A36WAKKU5U5PKE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"464","A2Y1ORULU9ITOH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"465","A13GWNT2SGN1Q5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"466","A1FU5C6US2L0J0",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"467","A3OIN7QLOD38F3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"468","AAXVPAK0I9PT6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"469","A2CB7WDJ9V6VVN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"470","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"471","A3OHXWEV2I208B",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"472","AZVJ7RUDM1J2I",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"473","A18U9WMYFYJPR6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"474","A28QK3JT9YQ1XU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"475","A3R0QO6884CV1P",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA
"476","A33BMZB3JCJWDS",0.2,0,1,0.25,1,"order1","11/11/2017",0.55,0,NA
"477","A33NK36A94Y75Y",0.54,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"478","A2RKPHMUAYF2P9",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"479","A1HF8F8FQLNCSG",0.8,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"480","A1JADMA9MGMGIB",0.66,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"481","A15YTDVEQ4N2RZ",0.34,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"482","A33WVYPC930WG3",0.94,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"483","A3IGZYNVHK9L0Z",0.4,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"484","A2BMBZIKASUXSY",0.88,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"485","A1W951Z9K6KT9E",0.56,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"486","A2V7V4PP6O9NPD",0.2,0,1,0.25,1,"order1","11/11/2017",0.55,0,NA
"487","A3JUAN2Y9XTK5L",0.72,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"488","A2F2VTK5HFFF2L",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"489","A356O3RJYQUW5M",0.88,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"490","A2QMHQXR8K4VJ2",0.62,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"491","A3TDA1NWHNQFE3",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"492","A2RCYLKY072XXO",0.76,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"493","AAI7V9VASGBIY",0.7,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"494","A2C5UH05QY2GZH",0.94,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"495","A2H8VNLKWJVYM6",0.24,1,1,0.25,1,"order1","11/11/2017",0.55,0,NA
"496","A2HGZOXZ36XKRI",0.8,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"497","A3HTLXAPOBCVVO",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"498","A1YXQDZYCKILTT",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"499","A1MMC6X3ZNJ9OT",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"500","A1QLAH0AHDVNM5",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"501","A2O762LZEZN3JC",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"502","A2XUSD4DG9YHT9",0.3,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"503","A38ECJNH8AQKV4",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"504","AVZQEF9L3YVGY",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"505","A9TXIPMKDNWZ5",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"506","A23TGEQ4CG90PA",0.86,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"507","A1N8TKTLXV92QR",0.86,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"508","A24YK0MTFM2TRL",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"509","A2CF2BD4Q0ZDJN",0.84,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"510","A1S5IGVH3CF8XZ",0.64,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"511","AJQ2K0X8S4H3D",0.74,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"512","AMH4768PKC3CJ",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"513","A3OLRWACCCCUTU",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"514","A369VZD291G1GL",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"515","A2UIRHKDQBWJEZ",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"516","A823TYJ9U7VZB",0.66,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"517","ALOYY3E72AQ1K",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"518","A2VNR6984SDFGQ",0.7,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"519","A3D05C33V1Y8H5",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"520","A9MJVJAMLCDMV",0.84,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"521","AYZ15TKO2HGAM",0.7,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"522","A3DGEVDRQP9LK8",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"523","AI789XF03EQH7",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"524","AHV4U78TUUDKI",0.88,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"525","A1P7SR0R2B60C7",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"526","AQHFC1PH6XGLJ",0.36,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"527","A1DXSFFL5HZ1NX",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"528","A2J1VDVDYZRK29",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"529","A2Z2OV7QGU10QN",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"530","A229SEF35EGTSF",0.94,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"531","AJDMNI5LT1VKR",0.72,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"532","A7LQW8F8NK0YZ",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"533","A2WGW5Y3ZFBDEC",0.84,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"534","A3OTQBCP6J12ED",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"535","A2GOYSTIL3LOV1",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"536","A2D0BAMF8ROG4N",0.76,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"537","A36KDWI1CGJFFA",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"538","A1PHE030P004VU",0.64,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"539","A1PNVYCV1ND3IB",0.78,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"540","AXPP6I0W11RTS",0.42,1,1,0.25,0,"order1","11/11/2017",0.55,0,NA
"541","A1NFBKUYYVUYWF",0.86,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"542","A2KCAJI5ZYFELY",0.54,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
