"","worker_id","accuracy","screener","complete_task","payment_accuracy_threshold","worker_id_found_on_MTurk","task_name","task_date","treatment_payrate","pay_or_not","repeater","group","accuracy_S1","accuracy_S2","accuracy_S3","total_bonus"
"208","A1HANCHKYZKOL9",0.56,1,1,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"209","AT94Y12KGEKNO",0.92,1,1,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"210","A2CDT2Q9AIGV3C",0.78,1,1,0.25,1,"order1","11/11/2017",0.1,1,NA,NA,NA,NA,NA,NA
"211","A1VJ9BKTHSTC9A",0.9,1,1,0.25,1,"order1","11/11/2017",0.1,1,NA,NA,NA,NA,NA,NA
"212","A2NT5QJKPUBAKO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"213","A3VOMP0WOJTB4I",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"214","A3VOMP0WOJTB4I",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"215","AQ4PB1PVI9U7V",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"216","AQ4PB1PVI9U7V",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"217","A1YN3AGDWAB1ZE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"218","A2WHC086WNUQNB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"219","A2K845C6SHVIIE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"220","A3DGEVDRQP9LK8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"221","A2K845C6SHVIIE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"222","A36PRTZFECB76C",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"223","A2YB18JHC2C7GF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"224","A3DGEVDRQP9LK8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"225","A356O3RJYQUW5M",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"226","A28LJ6540DSBSQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"227","A2Z6NL0CTXY0ZB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"228","A3L8C3IF955Z65",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"229","A3NZB7Y6YRNFX6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"230","A36PRTZFECB76C",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"231","A28VLKVVLTBEE1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"232","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"233","A2MM4PJI9L2A5B",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"234","A1CY01G7686ORZ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"235","A2MM4PJI9L2A5B",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"236","A1X8NXWQBMXSV6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"237","A1R93MQYAFEVX1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"238","A2J5H5E8O39T9L",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"239","A1DK26QAO4OOMQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"240","A2WFNPUI1JSPG4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"241","A8OJN597O9W2K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"242","A1H5NN7PBN3979",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"243","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"244","A1DOFRIBREZMVL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"245","A23Y6SGE73H4IW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"246","ASCR5VJBFMXCA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"247","A1ZDR2UN7M92LI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"248","A3GPKYAXYEHEI2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"249","AUHKT6LPP7A8R",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"250","A3JSMBOXDHJNRG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"251","A38TZK07ON180S",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"252","A2GIZDKKCGN6V1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"253","AQ277F26ZFB1K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"254","A26ZENZ5G8AEGM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"255","A289S5O8KN4JYI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"256","AQ277F26ZFB1K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"257","AI5A0ZRAZFTKK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"258","A6D76ECRBCFYN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"259","AT2C9OU6PE4T7",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"260","A5Z8N0EWH45YT",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"261","AM10DHC44MRUV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"262","AK1Y09TWU3IQ6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"263","A369TV2ZTHDKLS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"264","A21DIDZLLFZALH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"265","A1F2YZD2VD1CTM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"266","A207MWA5U0GWA5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"267","A2V5NAZFXWOFXE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"268","A1F2YZD2VD1CTM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"269","AVBIH8GQPT15F",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"270","A2SBN6V55I5K4I",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"271","AVCP33K35MFW5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"272","A2YB18JHC2C7GF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"273","A260NOUP1JZT39",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"274","A2EJ06OGI9671Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"275","A2YVJMKLUJKWF3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"276","AK9XE112RZO6Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"277","A1IDSG9QZWTD5L",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"278","A39VDXGL1RVURU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"279","A20NDRGSZZRQF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"280","AB2FIHXK5NFV7",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"281","A2XF84K0868FZO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"282","A26ZENZ5G8AEGM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"283","A28P76CWXEUBYE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"284","AMY9EM1GA7VYP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"285","A1OU4RBLSMHULU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"286","A1KUW26JP1SB9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"287","A1YBUA89N9CV2N",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"288","AZ6M0MDK5U9N2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"289","A3K6QLTTQP9IQ8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"290","A3AD1WTZEZNFQW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"291","AXCPRXO08DFAH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"292","A2Z9HR2IBD75R9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"293","A20NDRGSZZRQF",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"294","ANX5363HTQNLA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"295","A20J96RK94F7R7",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"296","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"297","A34C7K43HKE6N5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"298","A935O61ROOUU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"299","A12NUSPUVRW20J",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"300","A3BP890CXV4UMN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"301","AUHYD676BKYED",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"302","A13UTZBJ46W7NH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"303","A2PJ1XAIGPIGJU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"304","A3PYJGRI7FMKQL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"305","A1R93MQYAFEVX1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"306","A26HNXGHCNTGQV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"307","A2G9163W7Y67UD",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"308","A2RXOBCZRKRNPT",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"309","A2NSX3IAELB8H6",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"310","A2RXOBCZRKRNPT",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"311","A39ZHL55TS73GE",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"312","AS7ZK30LXDC46",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"313","A1823B3S2PJMGQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"314","A3PMDWQTGOHQ8T",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"315","A30EI064NHQEQO",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"316","A14CXE3OMENOYS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"317","A1N47478TJFZPS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"318","A2TIYDT8SDFBW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"319","A1HNR6OIRFCEHS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"320","A31PUL91ZMCDBU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"321","A15HCM2AMX95Z9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"322","A271OR3DDWRX5L",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"323","A2GF7PYHT21U3X",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"324","AXN0AGZIJCUK4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"325","A38W9DHXHJ9C28",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"326","A27NBGO9FXJS8Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"327","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"328","A30QV5VTBRGYTA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"329","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"330","A2MG0QUSYOOJUH",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"331","A299J4PKHAEU9H",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"332","A3HPVFAF1U9WXK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"333","A9TR2ZU6E1Y6Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"334","A13GWNT2SGN1Q5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"335","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"336","AO2SEJOUWKOCV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"337","A3IT0KD0RPMH9D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"338","A3UYHP1IKCNN7K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"339","AKA81MPXUELWS",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"340","A1JS818QNUNOV8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"341","A27NBGO9FXJS8Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"342","A24GB3XV5RSMAV",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"343","A4806MFWRDL42",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"344","A20MMOQ3U36GZN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"345","A278GCRUDKRYYR",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"346","A20F1SLHKHBUT3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"347","A3S6AIKAPBWJP9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"348","A2SSYBUT9ZM0G9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"349","A1BZNPQ0H7ZSER",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"350","AVFSBC7XP3B2D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"351","A2M5YIOR0MJUSA",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"352","A139DFNZS0I9RB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"353","AWQDOOSNH42QM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"354","A3UYHP1IKCNN7K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"355","A3S6AIKAPBWJP9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"356","A3IT0KD0RPMH9D",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"357","A1H2AHH07EK4MC",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"358","A2N8SNKVU4M1MB",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"359","A1TKGFJSMVR2RP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"360","A37M4OVE9R80G",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"361","A1XIIHV1GTI97H",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"362","AHEJHFN0VV6E3",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"363","A3F7GUAEGUGAW1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"364","AKL7RCDCEDX6V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"365","A153IWW5M88F18",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"366","A1VMOETE1UKF43",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"367","A1VMOETE1UKF43",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"368","A3NXLU6AM05ER8",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"369","A3BUSRXW32A27S",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"370","A1L4HASH49EKFW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"371","A34P817FMJDWD4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"372","A3BUSRXW32A27S",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"373","AJZBAP861F6X1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"374","A2NPUPP06POEJ0",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"375","A185AZCHDI3K4O",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"376","A302512CBCH9X2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"377","A2U488UGGN6UY4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"378","A60BPTI1VO2MI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"379","ABSVF8UXZK8QW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"380","A1Z7S5WSYCVE0K",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"381","A2JIHB505X2C77",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"382","A20EKTIMFKIDGL",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"383","AKL7RCDCEDX6V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"384","A1QLVMA2V3NAWP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"385","A1TW60NCALLP12",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"386","A1QLVMA2V3NAWP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"387","A2238DIUUMS7AQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"388","A2JI7RGC80105T",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"389","A1BFUB56VIGXSU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"390","A9UBPUEWAMA06",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"391","A1DW9207C44SRI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"392","AZZM966F90AL1",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"393","A1JFLXOWWJIBG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"394","A2Q2OD5RFRKX9V",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"395","A1ESKJFDQUMBL4",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"396","A3F53LSGDW0DN5",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"397","A1YIGXBU6FQQ6C",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"398","A3FW9NWR6TJ4M9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"399","A2M5YIOR0MJUSA",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"400","A2CP6716BCS8UI",NA,NA,0,0.25,1,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"401","A30NX5HEQGGFPP",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"402","ACGDWO6UDG6KK",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"403","AK3DF1BXS8DSM",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"404","A2AMYX1J96G2JG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"405","A347XVSR86GGAA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"406","A347XVSR86GGAA",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"407","A6J0YACS6E60",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"408","ASJSRTPWPGMVW",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"409","A3NEAC780MRHAN",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"410","A27DBSVHGPKNRU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"411","A3LIV109259OU2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"412","A3LIV109259OU2",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"413","A3GB3U17SQYS1E",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"414","AJ31037VHIOG",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"415","A3DUFPS0143F03",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"416","A1DW9207C44SRI",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"417","A296HTKGCX7FY9",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
"418","A2I4VE1YFUQBOU",NA,NA,0,0.25,0,"order1","11/11/2017",0.1,0,NA,NA,NA,NA,NA,NA
